No,Nama Sekolah,BP,Status,siswa_total,jumlah_guru,staf_total,jumlah_ruangan,daya_listrik,wilayah_total,skor_akreditasi,Lintang,Bujur,pca1,pca2,dbscanonly_kluster,PeningkatanDBSCAN_3klaster,skor_akreditasi_n,siswa_total_n,jumlah_ruangan_n,wilayah_total_n,daya_listrik_n,jumlah_guru_n,staf_total_n,skor_rekomendasi,peringkat
9139,SMKS BAZNAS SULSEL,SMK,Swasta,185,7,1,10,1299,900,74,-5.130759878,119.4240777,0.831044528,6.95340388,2,0,0.826086957,0.11627907,0.886363636,0.999076806,0.995713974,0.944,0.96875,84.05577127,563
4851,SD Neg No 78 Mattoanging,SD,Negeri,94,9,4,7,2200,2873,73,-5.128162,120.255216,-0.604449392,-0.175559739,2,0,0.869565217,0.059082338,0.920454545,0.996971071,0.992438563,0.928,0.875,84.05226335,564
7666,SMP N 7 SATAP MAIWA,SMP,Negeri,54,17,1,5,900,4673,73,-3.557329,119.764307,-0.978916793,-0.100302837,2,0,0.869565217,0.033940918,0.943181818,0.995049975,0.997164461,0.864,0.96875,84.05009201,565
5132,UPT SD NEGERI 150 INPRES TAMALALANG,SD,Negeri,90,9,4,7,1300,1638,73,-5.455087,119.482885,-0.624726156,-0.197878569,2,0,0.869565217,0.056568196,0.920454545,0.998289157,0.995710339,0.928,0.875,83.99968304,566
7727,SMP MUHAMMADIYAH BULUKUMBA,SMP,Swasta,42,9,1,6,2200,511,73,-5.550294,120.198956,-1.293490472,0.002067477,2,0,0.869565217,0.026398492,0.931818182,0.999491977,0.992438563,0.928,0.96875,83.97966024,567
2129,SDS TERPADU SWATA BANI RAUF,SD,Swasta,263,13,1,8,3500,4704,75,-5.001704,119.869613,-0.363525879,-0.162416563,2,0,0.782608696,0.16530484,0.909090909,0.99501689,0.987712665,0.896,0.96875,83.96825454,568
4822,SD Neg No 219 Pukkiseng,SD,Negeri,83,9,3,7,3500,3778,73,-5.13036,120.247635,-0.780017517,-0.096222995,2,0,0.869565217,0.052168448,0.920454545,0.996005187,0.987712665,0.928,0.90625,83.96105143,569
2090,SD INPRES MACCINIAYO,SD,Negeri,270,17,2,7,5500,3097,75,-5.3884,119.626644,-0.026944032,-0.202343034,2,0,0.782608696,0.169704588,0.920454545,0.996732002,0.980442053,0.864,0.9375,83.94200645,570
2260,SD INPRES BONTOA,SD,Negeri,75,8,3,7,900,2992,73,-5.131542,120.047641,-1.019501161,-0.176173529,2,0,0.869565217,0.047140163,0.920454545,0.996844066,0.997164461,0.936,0.90625,83.92301595,571
6741,UPT SMPN 2 MAKALE,SMP,Negeri,167,15,4,11,3500,1962,73,-3.073003,119.828585,0.175780057,-0.323669051,2,0,0.869565217,0.104965431,0.875,0.99794336,0.987712665,0.88,0.875,83.91896254,572
1968,SD NEGERI KECIL LEMBONG,SD,Negeri,66,8,2,7,2200,4100,73,-3.558145,119.761498,-1.041146118,-0.053787537,2,0,0.869565217,0.041483344,0.920454545,0.995661524,0.992438563,0.936,0.9375,83.8909331,573
2429,SD INPRES PABUNDUKANG,SD,Negeri,158,12,0,8,5500,592,74,-5.219144,119.867155,-0.947554108,-0.048336982,2,0,0.826086957,0.099308611,0.909090909,0.999405527,0.980442053,0.904,1,83.88667421,574
2214,SD INPRES BILONGA,SD,Negeri,133,7,2,6,2200,2002,74,-5.047817,119.644652,-0.970665537,-0.066725539,2,0,0.826086957,0.083595223,0.931818182,0.997900669,0.992438563,0.944,0.9375,83.87941953,575
2621,UPT SD NEGERI 2 RUMBIA,SD,Negeri,70,8,2,7,5500,4820,73,-5.511324,119.477967,-0.999244402,0.015174136,2,0,0.869565217,0.043997486,0.920454545,0.994893086,0.980442053,0.936,0.9375,83.86142407,576
5736,SD NEGERI 3 BALUSU,SD,Negeri,75,6,2,8,2200,4769,73,-2.979124,119.890865,-1.033892407,-0.048502628,2,0,0.869565217,0.047140163,0.909090909,0.994947517,0.992438563,0.952,0.9375,83.8548372,577
715,UPTD SD NEGERI 84 BARRU,SD,Negeri,164,10,3,7,1300,946,74,-4.403914,119.637532,-0.526480891,-0.202763197,2,0,0.826086957,0.103079824,0.920454545,0.999027712,0.995710339,0.92,0.90625,83.85228584,578
5508,UPT SDN 9 MALIMBONG BALEPE,SD,Negeri,106,10,4,8,900,4933,73,-3.070604,119.840361,-0.463373453,-0.232531106,2,0,0.869565217,0.066624764,0.909090909,0.994772483,0.997164461,0.92,0.875,83.84758264,579
9126,SMK DARUL ULUM LAYOA,SMK,Swasta,198,10,4,8,5500,4078,74,-5.507041,119.952161,-0.161664813,-0.185176871,2,0,0.826086957,0.124450031,0.909090909,0.995685004,0.980442053,0.92,0.875,83.84364098,580
3439,UPT SD NEGERI 001 MARIMARI,SD,Negeri,101,12,3,8,3500,2202,73,-2.539959,120.455216,-0.519994722,-0.158380562,2,0,0.869565217,0.063482087,0.909090909,0.997687214,0.987712665,0.904,0.90625,83.84190643,581
2105,SD NEGERI BATANGKALUKU,SD,Negeri,397,17,5,8,1300,3899,76,-5.191228,119.748462,0.722560764,-0.538647268,2,0,0.739130435,0.249528598,0.909090909,0.995876047,0.995710339,0.864,0.84375,83.83869197,582
4343,UPT SD NEGERI 43 PINRANG,SD,Negeri,52,9,2,6,3500,2885,73,-3.314448,119.938736,-1.095912575,-0.018850914,2,0,0.869565217,0.032683847,0.931818182,0.996958264,0.987712665,0.928,0.9375,83.81792383,583
2591,UPT SD NEGERI 34 BANGKALA,SD,Negeri,38,5,2,6,2200,1650,73,-5.647536,119.40141,-1.401214553,-0.339378924,2,0,0.869565217,0.023884349,0.931818182,0.99827635,0.992438563,0.96,0.9375,83.81722526,584
4204,UPT SD NEGERI 218 PINRANG,SD,Negeri,78,9,3,7,3500,3271,73,-3.234788,120.039047,-0.941594836,-0.135951274,2,0,0.869565217,0.04902577,0.920454545,0.996546296,0.987712665,0.928,0.90625,83.81321165,585
237,SD MUHAMMADIYAH KARUWISI,SD,Swasta,0,1,0,0,912,600,74,-5.146789,119.427328,-2.378710928,0.228277262,2,0,0.826086957,0,1,0.999396989,0.997120838,0.992,1,83.81001736,586
4741,SD Neg No 57 Kanrung,SD,Negeri,64,8,2,7,2200,4583,73,-5.113999,120.24904,-1.117583725,-0.395090288,2,0,0.869565217,0.040226273,0.920454545,0.99514603,0.992438563,0.936,0.9375,83.80838466,587
5611,SD KR Sadan MATALLO,SD,Swasta,203,5,1,6,2200,3393,75,-2.979511,119.906092,-1.053887935,-0.038664789,2,0,0.782608696,0.127592709,0.931818182,0.996416088,0.992438563,0.96,0.96875,83.80296698,588
7573,SMP NEGERI 1 BONTONOMPO,SMP,Negeri,524,36,6,24,2200,2984,74,-5.283998,119.736091,3.382982278,-1.072314315,2,0,0.826086957,0.329352608,0.727272727,0.996852604,0.992438563,0.712,0.8125,83.80261246,589
4053,SD NEGERI 30 MANGGALUNG,SD,Negeri,68,7,1,8,5500,3455,73,-5.253411,119.89491,-1.354241769,-0.330691757,2,0,0.869565217,0.042740415,0.909090909,0.996349917,0.980442053,0.944,0.96875,83.79704763,590
5401,UPT SD KRISTEN MAKALE 2,SD,Swasta,228,16,7,13,3500,1723,73,-3.069796,119.838104,1.007868259,-0.540180691,2,0,0.869565217,0.143306097,0.852272727,0.998198439,0.987712665,0.872,0.78125,83.79292951,591
1855,SD NEGERI 116 ENREKANG,SD,Negeri,169,19,1,13,1300,2292,73,-3.560775,119.754419,0.019888525,-0.304997875,2,0,0.869565217,0.106222502,0.852272727,0.997591159,0.995710339,0.848,0.96875,83.78393602,592
7920,UPTD SMP NEGERI SATAP 13 BARRU,SMP,Negeri,62,12,4,5,2200,680,73,-4.416994,119.623879,-0.703547746,-0.171750198,2,0,0.869565217,0.038969202,0.943181818,0.999311607,0.992438563,0.904,0.875,83.78262051,593
3105,SD NEGERI 239 SALU MINANGA,SD,Negeri,265,14,3,13,1300,3315,74,-2.595558,121.206731,0.377342217,-0.383892406,2,0,0.826086957,0.166561911,0.852272727,0.996499336,0.995710339,0.888,0.90625,83.78199697,594
5610,SD NEGERI 9 Sa dan,SD,Negeri,77,10,3,7,1300,3243,73,-2.963042,119.892267,-0.770851419,-0.151183448,2,0,0.869565217,0.048397234,0.920454545,0.996576179,0.995710339,0.92,0.90625,83.78111132,595
2814,SD NEGERI 308 TOMALE,SD,Negeri,197,15,3,8,5500,2250,74,-3.316153,120.107338,-0.230806193,-0.241191444,2,0,0.826086957,0.123821496,0.909090909,0.997635984,0.980442053,0.88,0.90625,83.77305788,596
2748,UPT SD NEGERI 25 KELARA,SD,Negeri,46,9,2,6,900,1583,73,-5.562053,119.382252,-1.285050219,-0.115842891,2,0,0.869565217,0.028912634,0.931818182,0.998347857,0.997164461,0.928,0.9375,83.77217178,597
4145,UPT SD INPRES TANTU,SD,Negeri,176,13,3,13,2200,3598,73,-3.689493,119.818655,0.088232784,-0.310197396,2,0,0.869565217,0.11062225,0.852272727,0.996197297,0.992438563,0.896,0.90625,83.76753413,598
1720,SD NEGERI 267 DAULELE,SD,Negeri,52,8,2,6,5500,4632,73,-5.646799,120.10884,-1.34169834,-0.346766414,2,0,0.869565217,0.032683847,0.931818182,0.995093733,0.980442053,0.936,0.9375,83.76661546,599
4727,SD Neg No 175 Burungeng,SD,Negeri,74,5,4,7,900,4396,73,-5.11726,120.257022,-0.853695437,-0.143905775,2,0,0.869565217,0.046511628,0.920454545,0.995345611,0.997164461,0.96,0.875,83.75923147,600
6931,UPTD SMP NEGERI 3 SINJAI,SMP,Negeri,302,21,6,18,900,2964,73,-5.126608,120.256192,1.627800982,-0.714446035,2,0,0.869565217,0.189817725,0.795454545,0.996873949,0.997164461,0.832,0.8125,83.73623956,601
567,SD NEGERI 74 BIRA  BIRA,SD,Negeri,175,11,2,8,5500,3483,74,-5.525735,119.954097,-0.493613913,-0.091970806,2,0,0.826086957,0.109993715,0.909090909,0.996320033,0.980442053,0.912,0.9375,83.72687706,602
5307,UPT SD NEGERI 30 PADDINGING,SD,Negeri,86,10,4,7,2200,2942,73,-5.442083,119.490506,-0.580536346,-0.184740128,2,0,0.869565217,0.054054054,0.920454545,0.996897429,0.992438563,0.92,0.875,83.69427895,603
4969,SD NEGERI 113 LOMPULLE,SD,Negeri,20,5,2,5,1300,3484,73,-4.351637,119.914105,-1.459840939,0.016875154,2,0,0.869565217,0.01257071,0.943181818,0.996318966,0.995710339,0.96,0.9375,83.69076417,604
5174,UPT SDN 42 PANGEMBANG,SD,Negeri,83,14,3,7,1300,1137,73,-5.458774,119.495743,-0.572282292,-0.206549132,2,0,0.869565217,0.052168448,0.920454545,0.998823862,0.995710339,0.888,0.90625,83.68561956,605
2308,SD INPRES SANGGIRINGAN,SD,Negeri,72,5,1,9,3500,3982,73,-5.447922,119.677907,-1.159371209,0.022583693,2,0,0.869565217,0.045254557,0.897727273,0.995787463,0.987712665,0.96,0.96875,83.68371033,606
6949,SMP ISLAM AR RAHMAH PANGKAJENE,SMP,Swasta,176,8,1,4,2200,1982,75,-3.79265,119.856894,-1.138995688,-0.034840708,2,0,0.782608696,0.11062225,0.954545455,0.997922014,0.992438563,0.936,0.96875,83.67177568,607
2255,SD NEGERI PANAIKANG,SD,Negeri,232,10,1,7,5500,3624,75,-5.216328,119.928756,-0.64097454,-0.05672225,2,0,0.782608696,0.145820239,0.920454545,0.996169547,0.980442053,0.92,0.96875,83.66562818,608
4853,SD Neg No 80 Tajjuru,SD,Negeri,57,8,2,7,2200,2218,73,-5.127906,120.253916,-1.065867064,-0.051562555,2,0,0.869565217,0.035826524,0.920454545,0.997670137,0.992438563,0.936,0.9375,83.65791587,609
686,UPTD SD NEGERI 59 BARRU,SD,Negeri,76,9,2,8,1300,4665,73,-4.414029,119.633232,-0.901939412,-0.102687788,2,0,0.869565217,0.047768699,0.909090909,0.995058513,0.995710339,0.928,0.9375,83.65461909,610
8436,SMAN 7 GOWA,SMA,Negeri,309,25,4,19,5500,2602,73,-5.29127,119.749662,1.630329704,-0.59618349,2,0,0.869565217,0.194217473,0.784090909,0.997260303,0.980442053,0.8,0.875,83.643893,611
2040,SD NEGERI 36 BUNTU LAMBA,SD,Negeri,46,10,2,6,900,2835,73,-3.554806,119.772128,-1.090407125,-0.081684401,2,0,0.869565217,0.028912634,0.931818182,0.997011628,0.997164461,0.92,0.9375,83.63803812,612
4297,UPT SD NEGERI 182 PINRANG,SD,Negeri,388,14,4,15,2200,1992,75,-3.476741,119.527401,0.896325778,-0.554545016,2,0,0.782608696,0.243871779,0.829545455,0.997911341,0.992438563,0.888,0.875,83.6279985,613
5295,UPT SD NEGERI 80 POPO,SD,Negeri,219,8,2,6,3500,4316,75,-5.454117,119.490958,-0.668542423,-0.089332286,2,0,0.782608696,0.137649277,0.931818182,0.995430993,0.987712665,0.936,0.9375,83.61476936,614
817,UPTD SD NEGERI 190 BARRU,SD,Negeri,88,9,3,8,3500,4420,73,-4.404381,119.62178,-0.763122678,-0.455917721,2,0,0.869565217,0.055311125,0.909090909,0.995319996,0.987712665,0.928,0.90625,83.61097546,615
3989,SD NEGERI 42 BANGKO BANGKOANG,SD,Negeri,28,7,1,6,2200,3316,73,-5.01873,119.66486,-1.494036703,-0.308889893,2,0,0.869565217,0.017598994,0.931818182,0.996498268,0.992438563,0.944,0.96875,83.60426841,616
1312,SD INPRES 5/81 TIMUSU,SD,Negeri,48,5,2,7,2200,3172,73,-4.662478,120.224702,-1.375380491,-0.051701762,2,0,0.869565217,0.030169705,0.920454545,0.996651956,0.992438563,0.96,0.9375,83.60225522,617
2282,SD INPRES MONCONGLOE,SD,Negeri,177,8,1,10,2200,3172,74,-5.25701,119.954932,-0.803145268,-0.153251547,2,0,0.826086957,0.111250786,0.886363636,0.996651956,0.992438563,0.936,0.96875,83.58516048,618
4057,SD NEGERI 41 AKKOBANG,SD,Negeri,55,7,2,7,5500,1396,73,-4.958874,119.807147,-1.235433869,-0.016476292,2,0,0.869565217,0.034569453,0.920454545,0.998547438,0.980442053,0.944,0.9375,83.57426291,619
3432,UPT SD NEGERI 134 CENDANA PUTIH III,SD,Negeri,87,10,2,9,900,1057,73,-2.547013,120.459838,-0.757573089,-0.152756501,2,0,0.869565217,0.05468259,0.897727273,0.998909244,0.997164461,0.92,0.9375,83.57303206,620
2457,SD INPRES BUJJULU,SD,Negeri,72,8,2,8,3500,3266,73,-5.383275,119.860608,-0.938665544,-0.045769299,2,0,0.869565217,0.045254557,0.909090909,0.996551632,0.987712665,0.936,0.9375,83.57028755,621
707,UPTD SD NEGERI 76 BARRU,SD,Negeri,73,7,4,7,2200,2510,73,-4.406977,119.629116,-0.753461052,-0.14425117,2,0,0.869565217,0.045883092,0.920454545,0.997358493,0.992438563,0.944,0.875,83.55381636,622
2907,SD NEGERI 433 BAJOE,SD,Negeri,218,14,3,10,5500,3670,74,-2.614978,120.431158,0.06627812,-0.227280602,2,0,0.826086957,0.137020742,0.886363636,0.996120453,0.980442053,0.888,0.90625,83.52298081,623
5347,UPT SD NEGERI 62 LAIKANG,SD,Negeri,91,10,5,7,2200,2677,73,-5.455779,119.496226,-0.409437605,-0.235128539,2,0,0.869565217,0.057196732,0.920454545,0.997180258,0.992438563,0.92,0.84375,83.51147557,624
5074,SD NEGERI 171 LOMPO BARU,SD,Negeri,67,9,3,7,3500,1552,73,-4.355922,119.902135,-0.823973449,-0.092173456,2,0,0.869565217,0.042111879,0.920454545,0.998380943,0.987712665,0.928,0.90625,83.50857046,625
3387,UPT SD NEGERI 076 PARAHALEANG,SD,Negeri,34,6,2,6,2200,4628,73,-2.544549,120.448276,-1.292829536,0.005087017,2,0,0.869565217,0.021370207,0.931818182,0.995098003,0.992438563,0.952,0.9375,83.49204906,626
3435,UPT SD NEGERI 137 CENDANA PUTIH IV,SD,Negeri,163,9,4,7,3500,538,74,-2.551224,120.443066,-0.396851165,-0.191653135,2,0,0.826086957,0.102451288,0.920454545,0.99946316,0.987712665,0.928,0.875,83.47621302,627
2392,SD INPRES BONTOSUNGGU,SD,Negeri,152,7,2,8,1300,4392,74,-5.001706,119.874888,-0.914308248,-0.157126793,2,0,0.826086957,0.095537398,0.909090909,0.99534988,0.995710339,0.944,0.9375,83.4761533,628
5612,SD KR SETIA TOTABANG,SD,Swasta,97,2,1,6,2200,3472,74,-2.972105,119.905192,-1.454036435,0.06180207,2,0,0.826086957,0.060967945,0.931818182,0.996331773,0.992438563,0.984,0.96875,83.45412425,629
4069,UPT SD NEGERI 146 PINRANG,SD,Negeri,156,9,2,8,2200,2622,74,-3.658694,119.614497,-0.668117461,-0.131730821,2,0,0.826086957,0.09805154,0.909090909,0.997238958,0.992438563,0.928,0.9375,83.44853814,630
5084,SD NEGERI 50 TARAWANG,SD,Negeri,69,8,2,8,5500,1602,73,-4.350884,119.911756,-0.929271343,-0.007925447,2,0,0.869565217,0.04336895,0.909090909,0.998327579,0.980442053,0.936,0.9375,83.4449468,631
7215,UPTD SMPN 8 MALLAWA,SMP,Negeri,126,10,4,10,5500,1650,73,-5.002193,119.577062,-0.219826214,-0.186752622,2,0,0.869565217,0.079195475,0.886363636,0.99827635,0.980442053,0.92,0.875,83.44260412,632
982,SD NEGERI 233 MATTAMPAWALIE,SD,Negeri,65,8,3,7,3500,4693,73,-4.555105,120.213666,-0.873204974,-0.069189229,2,0,0.869565217,0.040854808,0.920454545,0.99502863,0.987712665,0.936,0.90625,83.42667212,633
1299,SD INPRES 10/73 ULAWENG CINNONG,SD,Negeri,179,6,3,9,5500,4781,74,-4.31322,120.490614,-0.479739004,-0.096040703,2,0,0.826086957,0.112507857,0.897727273,0.994934709,0.980442053,0.952,0.90625,83.42133581,634
3542,UPTD SDN 99 KADIENG,SD,Negeri,249,11,2,8,1300,4848,75,-5.002759,119.589291,-0.321495603,-0.214751457,2,0,0.782608696,0.156505343,0.909090909,0.994863202,0.995710339,0.912,0.9375,83.41807319,635
2336,SD NEGERI KANREAPIA,SD,Negeri,236,9,3,7,900,2115,75,-5.059966,119.83031,-0.441580527,-0.577046443,2,0,0.782608696,0.148334381,0.920454545,0.997780066,0.997164461,0.928,0.90625,83.4176932,636
6802,UPT SMP KRISTEN SANGALLA,SMP,Swasta,266,14,4,13,1300,4597,74,-3.063659,119.84132,0.466056528,-0.776937613,2,0,0.826086957,0.167190446,0.852272727,0.995131088,0.995710339,0.888,0.875,83.41426194,637
8565,SMAS MUHAMMADIYAH CAMBA,SMA,Swasta,45,8,3,6,2200,1796,73,-5.008895,119.591878,-1.015478658,-0.08032335,2,0,0.869565217,0.028284098,0.931818182,0.998120527,0.992438563,0.936,0.90625,83.41227523,638
2641,UPT SD NEGERI 11 TAMALATEA,SD,Negeri,115,9,1,6,1300,4486,74,-5.689345,119.349134,-1.228927501,-0.084087805,2,0,0.826086957,0.072281584,0.931818182,0.995249556,0.995710339,0.928,0.96875,83.41167635,639
4546,SD NEGERI 15 TANRUTEDONG,SD,Negeri,132,10,1,7,3500,1161,74,-3.867727,120.013283,-1.044238036,-0.083099376,2,0,0.826086957,0.082966688,0.920454545,0.998798248,0.987712665,0.92,0.96875,83.41062903,640
2904,SD NEGERI 306 PASAMAI,SD,Negeri,79,10,4,7,2200,4607,73,-3.461169,120.942891,-0.597787091,-0.172766948,2,0,0.869565217,0.049654305,0.920454545,0.995120415,0.992438563,0.92,0.875,83.40622993,641
5472,UPT SDN 7 MAKALE SELATAN,SD,Negeri,220,16,2,11,3500,2347,74,-3.060563,119.834704,0.060385535,-0.266619354,2,0,0.826086957,0.138277813,0.875,0.997532459,0.987712665,0.872,0.9375,83.39817342,642
3635,UPTD SDN 176 INPRES TALLASA,SD,Negeri,128,8,1,7,5500,629,74,-4.992222,119.585285,-0.991876886,0.02084331,2,0,0.826086957,0.080452546,0.920454545,0.999366038,0.980442053,0.936,0.96875,83.39639648,643
8195,SMAS MUHAMMADIYAH 5 MAKASSAR,SMA,Swasta,141,8,0,9,1000,600,74,-5.111668302,119.4268836,0.520318715,7.007424771,2,0,0.826086957,0.088623507,0.897727273,0.999396989,0.996800931,0.936,1,83.38403951,644
1846,SD NEGERI 219 ARA,SD,Negeri,54,7,1,8,5500,2266,73,-5.326797,120.123398,-1.17263261,0.062184498,2,0,0.869565217,0.033940918,0.909090909,0.997618908,0.980442053,0.944,0.96875,83.37522381,645
8512,SMAN 10 LUWU TIMUR,SMA,Negeri,589,35,7,23,1300,2009,75,-2.595263,121.208708,3.598542612,-1.144336176,2,0,0.782608696,0.370207417,0.738636364,0.997893198,0.995710339,0.72,0.78125,83.3670796,646
8447,SMA AKSARA BAJENG,SMA,Swasta,180,14,2,9,1300,1515,74,-5.291494,119.733518,-0.308403956,-0.238343084,2,0,0.826086957,0.113136392,0.897727273,0.998420432,0.995710339,0.888,0.9375,83.36615324,647
548,SD INPRES KAILI,SD,Negeri,74,12,2,8,2200,2517,73,-5.516033,119.944719,-0.762206988,-0.122136485,2,0,0.869565217,0.046511628,0.909090909,0.997351022,0.992438563,0.904,0.9375,83.35033897,648
2828,SD NEGERI 227 LAROMPONG,SD,Negeri,204,12,3,10,5500,687,74,-2.68575,120.513354,-0.065164388,-0.206366781,2,0,0.826086957,0.128221245,0.886363636,0.999304136,0.980442053,0.904,0.90625,83.34518559,649
5193,UPT SD NEGERI 87 TAMANROYA,SD,Negeri,241,14,2,13,900,4297,74,-5.449945,119.494984,0.151113565,-0.332597277,2,0,0.826086957,0.151477058,0.852272727,0.995451271,0.997164461,0.888,0.9375,83.32937113,650
5751,SD NEGERI 4 AWAN RANTE KARUA,SD,Negeri,166,13,5,12,900,2401,73,-2.974115,119.905417,0.289695205,-0.414244851,2,0,0.869565217,0.104336895,0.863636364,0.997474826,0.997164461,0.896,0.84375,83.31140049,651
8532,SMAN 19 LUWU UTARA,SMA,Negeri,138,11,5,10,5500,4132,73,-5.154557,119.432568,0.017469277,-0.245033129,2,0,0.869565217,0.086737901,0.886363636,0.995627371,0.980442053,0.912,0.84375,83.30583682,652
5200,UPT SD NEGERI 94 BEBA,SD,Negeri,280,11,4,9,1300,2767,75,-5.45027,119.498898,0.115781396,-0.359852216,2,0,0.782608696,0.175989943,0.897727273,0.997084203,0.995710339,0.912,0.875,83.30573175,653
8498,SMAS PGRI WALENRANG,SMA,Swasta,221,14,3,11,3500,956,74,-2.61327,120.328718,0.12821349,-0.295286731,2,0,0.826086957,0.138906348,0.875,0.999017039,0.987712665,0.888,0.90625,83.30447519,654
1147,SD NEGERI 17 BAJOE,SD,Negeri,246,13,3,7,3500,1312,75,-4.385193,119.66937,-0.207645389,-0.577825896,2,0,0.782608696,0.154619736,0.920454545,0.998637089,0.987712665,0.896,0.90625,83.30186006,655
3101,SD NEGERI 235 PONGKERU,SD,Negeri,149,8,2,8,1300,4643,74,-2.588022,121.201554,-0.739146648,-0.124753837,2,0,0.826086957,0.093651791,0.909090909,0.995081993,0.995710339,0.936,0.9375,83.27710385,656
3475,UPT SD NEGERI 023 PARARRA,SD,Negeri,0,14,6,0,1300,2633,73,-2.549535,120.457536,-0.842086836,-0.191588843,2,0,0.869565217,0,1,0.997227218,0.995710339,0.888,0.8125,83.27523998,657
539,SD NEGERI 57 CAMPAGA,SD,Negeri,73,11,4,7,900,1549,73,-5.51841,119.96269,-0.654705327,-0.567818776,2,0,0.869565217,0.045883092,0.920454545,0.998384145,0.997164461,0.912,0.875,83.27504595,658
3931,SD NEGERI 5 TAMPAANG,SD,Negeri,30,3,2,7,2200,1187,73,-5.108844,119.748884,-1.368826878,0.01683611,2,0,0.869565217,0.018856065,0.920454545,0.998770498,0.992438563,0.976,0.9375,83.25827066,659
4301,UPT SD NEGERI 228 PINRANG,SD,Negeri,150,9,3,7,3500,4887,74,-3.184366,119.815167,-0.587478705,-0.126478212,2,0,0.826086957,0.094280327,0.920454545,0.994821578,0.987712665,0.928,0.90625,83.25535545,660
3250,SD NEGERI 182 BAKTI NUSA,SD,Negeri,77,10,2,9,1300,769,73,-2.583105,121.212377,-0.780443541,-0.137282871,2,0,0.869565217,0.048397234,0.897727273,0.99921662,0.995710339,0.92,0.9375,83.23595576,661
1032,SD INPRES 3/77 MASENRENGPULU,SD,Negeri,64,8,4,7,900,2328,73,-4.544254,120.229722,-0.743558826,-0.176388615,2,0,0.869565217,0.040226273,0.920454545,0.997552737,0.997164461,0.936,0.875,83.22535963,662
3167,SDIT WAHDAH ISLAMIYAH 02,SD,Swasta,403,18,3,17,900,829,75,-2.601516,121.207163,1.236172902,-0.578767919,2,0,0.782608696,0.253299811,0.806818182,0.999152583,0.997164461,0.856,0.90625,83.22195346,663
2445,SD INPRES BORONGBULO,SD,Negeri,49,7,0,3,2200,4330,74,-5.227481,119.633582,-1.734198354,0.125160786,2,0,0.826086957,0.03079824,0.965909091,0.995416051,0.992438563,0.944,1,83.21937108,664
7388,SMP NEGERI 3 BELOPA,SMP,Negeri,373,24,6,17,5500,4767,74,-2.605457,120.34426,1.864939503,-1.017994696,2,0,0.826086957,0.234443746,0.806818182,0.994949651,0.980442053,0.808,0.8125,83.16706589,665
3405,UPT SD NEGERI 094 LEDAN,SD,Negeri,8,5,1,6,2200,2720,73,-2.537298,120.456913,-1.567556841,0.072487137,2,0,0.869565217,0.005028284,0.931818182,0.997134365,0.992438563,0.96,0.96875,83.14680546,666
2465,SD INPRES PARANG,SD,Negeri,243,14,3,13,1300,1000,74,-5.378772,120.051181,0.179745939,-0.4191596,2,0,0.826086957,0.152734129,0.852272727,0.998970079,0.995710339,0.888,0.90625,83.13437647,667
6338,SD NEGERI 5 SALAMAE,SD,Negeri,475,26,4,19,5500,6997,75,-2.940832,120.101638,2.149004067,-0.677945842,2,0,0.782608696,0.298554368,0.784090909,0.992569626,0.980442053,0.792,0.875,83.12373762,668
2299,SD INPRES LEMBANNA,SD,Negeri,80,5,2,4,5500,3597,74,-5.365122,120.099047,-1.458738939,0.051557386,2,0,0.826086957,0.050282841,0.954545455,0.996198364,0.980442053,0.96,0.9375,83.10674592,669
8409,SMAN 6 GOWA,SMA,Negeri,527,31,7,20,3500,1064,75,-5.293164,119.743238,3.010120134,-0.988401206,2,0,0.782608696,0.331238215,0.772727273,0.998901773,0.987712665,0.752,0.78125,83.10562494,670
2531,SD AlAmanah,SD,Swasta,96,7,1,6,1300,1064,74,-5.608386,119.611904,-1.236869521,-0.020435151,2,0,0.826086957,0.060339409,0.931818182,0.998901773,0.995710339,0.944,0.96875,83.08371991,671
3985,SD NEGERI 39 SAMATELLU BORONG,SD,Negeri,34,4,0,3,1300,3117,74,-5.439477,119.699793,-2.057875615,0.107386678,2,0,0.826086957,0.021370207,0.965909091,0.996710656,0.995710339,0.968,1,83.07688837,672
