No,Nama Sekolah,BP,Status,siswa_total,jumlah_guru,staf_total,jumlah_ruangan,daya_listrik,wilayah_total,skor_akreditasi,Lintang,Bujur,pca1,pca2,dbscanonly_kluster,PeningkatanDBSCAN_3klaster,skor_akreditasi_n,siswa_total_n,jumlah_ruangan_n,wilayah_total_n,daya_listrik_n,jumlah_guru_n,staf_total_n,skor_rekomendasi,peringkat
8041,SMPIT COBIG,SMP,Swasta,245,15,1,7,16500,100,92,-5.168484091,119.4147787,1.487914517,7.270631313,2,2,0.043478261,0.153991201,0.920454545,0.999930627,0.940453686,0.88,0.96875,34.32755524,8353
5235,UPT SDN 157 INPRES PAJENEKANG,SD,Negeri,148,9,3,7,900,4763,91,-5.443103,119.490857,-0.423198638,-0.123901032,2,2,0.086956522,0.093023256,0.920454545,0.99495392,0.997164461,0.928,0.90625,34.32752512,8354
4183,UPT SD NEGERI 113 PINRANG,SD,Negeri,116,9,1,6,5500,3580,91,-3.110116,120.130133,-0.85726511,0.095077733,2,2,0.086956522,0.072910119,0.931818182,0.996216508,0.980442053,0.928,0.96875,34.32723069,8355
8386,SMAN 14 BULUKUMBA,SMA,Negeri,239,23,6,20,3500,1924,89,-5.555305,120.197522,1.904565456,-0.629145851,2,2,0.173913043,0.150219987,0.772727273,0.997983916,0.987712665,0.816,0.8125,34.32034343,8356
7273,SMPIT AlWahdah BoneBone,SMP,Swasta,0,1,1,0,1300,4875,91,-2.552144,120.443141,-2.02094169,0.258628861,2,2,0.086956522,0,1,0.994834385,0.995710339,0.992,0.96875,34.31698002,8357
609,SD NEGERI 35 LANYYING,SD,Negeri,238,21,8,19,900,3380,89,-5.517138,119.948689,2.02785521,-0.734900535,2,2,0.173913043,0.149591452,0.784090909,0.996429963,0.997164461,0.832,0.75,34.30767748,8358
1637,SD NEGERI 224 GARANTA,SD,Negeri,174,8,4,8,5500,2834,91,-5.308616,120.400562,-0.124755794,-0.095633233,2,2,0.086956522,0.109365179,0.909090909,0.997012695,0.980442053,0.936,0.875,34.3022004,8359
8452,SMAS MUHAMMADIYAH LIMBUNG,SMA,Swasta,379,20,1,22,900,3770,91,-5.296181,119.740456,1.503111938,-0.5113954,2,2,0.086956522,0.238214959,0.75,0.996013725,0.997164461,0.84,0.96875,34.30035915,8360
6163,UPT SDI TEKO NO 100 KEPULAUAN SELAYAR,SD,Negeri,41,8,1,7,7700,1862,90,-6.544526,120.376205,-1.021917158,0.17423217,2,2,0.130434783,0.025769956,0.920454545,0.998050087,0.97244438,0.936,0.96875,34.29619973,8361
8299,SMAS IT AL BASHIRAH,SMA,Swasta,116,7,1,7,1300,850,91,-5.162590841,119.5030582,0.621395514,7.116704042,2,2,0.086956522,0.072910119,0.920454545,0.99913017,0.995710339,0.944,0.96875,34.28433059,8362
6204,UPT SDI BONTOBONTO NO 65 KEPULAUAN SELAYAR,SD,Negeri,81,21,2,7,3500,1044,90,-6.33484,120.389055,-0.200490788,-0.139575379,2,2,0.130434783,0.050911376,0.920454545,0.998923119,0.987712665,0.832,0.9375,34.27464626,8363
3561,UPTD SDN 221 INPRES RAMMANGRAMMANG,SD,Negeri,244,8,3,8,900,3437,92,-5.011681,119.593058,-0.125588512,-0.181111878,2,2,0.043478261,0.153362665,0.909090909,0.996369128,0.997164461,0.936,0.90625,34.26090215,8364
3858,SD NEGERI 16 LAIKANG,SD,Negeri,56,9,3,7,900,2544,90,-5.473435,119.566914,-0.683478536,-0.08219507,2,2,0.130434783,0.035197989,0.920454545,0.997322205,0.997164461,0.928,0.90625,34.24537414,8365
8987,SMK TUJUH SAMUDRA MASAMBA,SMK,Swasta,61,4,2,9,1300,1913,90,-2.548947,120.442894,-0.90490147,-0.002614736,2,2,0.130434783,0.038340666,0.897727273,0.997995656,0.995710339,0.968,0.9375,34.24279485,8366
48,SD LANIANG,SD,Swasta,153,7,1,9,5000,4500,91,-5.135976318,119.5168483,0.902017238,7.13546701,2,2,0.086956522,0.096165933,0.897727273,0.995234614,0.982259706,0.944,0.96875,34.24154695,8367
4957,SDK OIKUMENE,SD,Swasta,30,6,1,7,5500,1171,90,-4.355832,119.915255,-1.164718181,0.152772445,2,2,0.130434783,0.018856065,0.920454545,0.998787575,0.980442053,0.952,0.96875,34.23061188,8368
6786,UPT SMPN 1 BONGGAKARADENG,SMP,Negeri,122,11,4,10,3500,4531,90,-3.078289,119.827524,-0.008075869,-0.174589739,2,2,0.130434783,0.076681332,0.886363636,0.995201528,0.987712665,0.912,0.875,34.22981741,8369
6673,SMP NEGERI 1 SOPAI,SMP,Negeri,273,25,8,15,1300,1928,90,-2.968201,119.902092,2.021843902,-0.735919862,2,2,0.130434783,0.171590195,0.829545455,0.997979647,0.995710339,0.8,0.75,34.22351233,8370
6249,UPT SDN BONTOBUKI NO 17 KEPULAUAN SELAYAR,SD,Negeri,53,9,2,7,7700,2622,90,-6.378454,120.709904,-0.785332504,0.112250805,2,2,0.130434783,0.033312382,0.920454545,0.997238958,0.97244438,0.928,0.9375,34.21821981,8371
661,SD Islam Terpadu Wahdah Islamiyah Barru,SD,Swasta,474,20,2,22,2200,1742,92,-4.420333,119.641229,1.938744049,-0.587626982,2,2,0.043478261,0.297925833,0.75,0.99817816,0.992438563,0.84,0.9375,34.21560059,8372
7000,UPT SMP NEGERI 5 LEMBANG,SMP,Negeri,68,14,1,8,5500,2647,90,-3.794973,119.661947,-0.620490562,0.027036982,2,2,0.130434783,0.042740415,0.909090909,0.997212276,0.980442053,0.888,0.96875,34.21090959,8373
3685,UPTD SDN 92 BURRUNG,SD,Negeri,29,8,2,6,3500,2045,90,-4.995089,119.592402,-1.010441088,0.058499124,2,2,0.130434783,0.01822753,0.931818182,0.997854776,0.987712665,0.936,0.9375,34.20432913,8374
4645,SD Neg No 82 Tokinjong,SD,Negeri,64,10,2,8,2200,3294,90,-5.127502,120.255506,-0.68658154,-0.035076864,2,2,0.130434783,0.040226273,0.909090909,0.996521748,0.992438563,0.92,0.9375,34.20231855,8375
8091,SMP TELKOM MAKASSAR,SMP,Swasta,794,38,10,30,52000,3876,92,-5.171420288,119.4350468,7.483854607,6.686661024,2,2,0.043478261,0.499057197,0.659090909,0.995900594,0.81140032,0.696,0.6875,34.19657171,8376
4886,SD NEGERI 153 WALIMPONG,SD,Negeri,32,8,1,7,3500,1518,90,-4.346579,119.913397,-1.085946938,0.087867295,2,2,0.130434783,0.020113136,0.920454545,0.99841723,0.987712665,0.936,0.96875,34.18510084,8377
7037,UPT SMP NEGERI 3 SUPPA,SMP,Negeri,243,20,5,16,3500,2127,90,-3.776291,119.654971,1.333252265,-0.48938898,2,2,0.130434783,0.152734129,0.818181818,0.997767259,0.987712665,0.84,0.84375,34.16911058,8378
1887,SD ISLAM TERPADU ALFURQAN ENREKANG,SD,Swasta,196,11,2,11,1300,2865,91,-3.548617,119.758102,-0.059953207,-0.184078533,2,2,0.086956522,0.12319296,0.875,0.99697961,0.995710339,0.912,0.9375,34.16211975,8379
4669,SD Neg No 173 Patohoni,SD,Negeri,51,8,3,7,900,2902,90,-5.125002,120.250798,-0.742206749,-0.064829775,2,2,0.130434783,0.032055311,0.920454545,0.99694012,0.997164461,0.936,0.90625,34.15939573,8380
1012,SD NEGERI 264 PADAELO,SD,Negeri,122,7,3,6,900,4375,91,-4.54723,120.230175,-0.659847704,-0.073681576,2,2,0.086956522,0.076681332,0.931818182,0.995368023,0.997164461,0.944,0.90625,34.15809033,8381
8677,SMAN 4 SOPPENG,SMA,Negeri,152,22,9,30,3500,2645,86,-4.352707,119.916516,2.807563735,-0.867851957,2,2,0.304347826,0.095537398,0.659090909,0.99721441,0.987712665,0.824,0.71875,34.1519433,8382
7225,UPT SMP NEGERI 1 MASAMBA,SMP,Negeri,532,34,5,27,2200,3171,91,-2.551099,120.451754,3.572012793,-0.995076252,2,2,0.086956522,0.334380893,0.693181818,0.996653023,0.992438563,0.728,0.84375,34.14634532,8383
4964,SD NEGERI 108 TALEPU,SD,Negeri,35,6,2,7,1300,4814,90,-4.36122,119.900206,-1.03098816,0.023557199,2,2,0.130434783,0.021998743,0.920454545,0.994899489,0.995710339,0.952,0.9375,34.08881738,8384
682,UPTD SD NEGERI 55 BARRU,SD,Negeri,42,9,2,7,3500,1250,90,-4.403093,119.626587,-0.855707125,0.022181217,2,2,0.130434783,0.026398492,0.920454545,0.99870326,0.987712665,0.928,0.9375,34.07615653,8385
7277,UPT SMP NEGERI 4 MAPPEDECENG,SMP,Negeri,135,15,5,10,1300,3193,90,-2.533784,120.456551,0.347352881,-0.323099878,2,2,0.130434783,0.084852294,0.886363636,0.996629543,0.995710339,0.88,0.84375,34.07368101,8386
4972,SD NEGERI 119 LALEMPAREE,SD,Negeri,39,6,2,7,5500,4231,90,-4.350391,119.913839,-0.980970514,0.109788952,2,2,0.130434783,0.024512885,0.920454545,0.995521711,0.980442053,0.952,0.9375,34.06641488,8387
108,SDIT AL FATIH,SD,Swasta,596,47,4,30,1516,714,91,-5.1501,119.4195,4.31863401,-1.584176378,2,2,0.086956522,0.374607165,0.659090909,0.99927532,0.994925113,0.624,0.875,34.0615154,8388
2992,SD NEGERI 556 TAMPUMIA,SD,Negeri,101,8,1,6,3500,2529,91,-3.209226,120.354974,-0.962495039,0.071172044,2,2,0.086956522,0.063482087,0.931818182,0.997338214,0.987712665,0.936,0.96875,34.04211676,8389
1005,SD INPRES 6/75 AWANG TANGKA,SD,Negeri,39,8,2,7,3500,2063,90,-4.536995,120.228324,-0.908770305,0.039837082,2,2,0.130434783,0.024512885,0.920454545,0.997835565,0.987712665,0.936,0.9375,34.04070417,8390
7278,UPT SMP NEGERI 5 MAPPEDECENG,SMP,Negeri,140,14,6,10,1300,1260,90,-2.551975,120.459909,0.471634299,-0.366737962,2,2,0.130434783,0.087994972,0.886363636,0.998692587,0.995710339,0.888,0.8125,34.03921312,8391
990,SD NEGERI 241 KADAI,SD,Negeri,53,8,3,7,5500,2975,90,-4.546188,120.228547,-0.694231768,0.029428853,2,2,0.130434783,0.033312382,0.920454545,0.996862209,0.980442053,0.936,0.90625,34.03192691,8392
5071,SD NEGERI 160 ATTANG SALO,SD,Negeri,153,11,4,7,2200,956,91,-4.359485,119.916097,-0.150213541,-0.180199565,2,2,0.086956522,0.096165933,0.920454545,0.999017039,0.992438563,0.912,0.875,34.0288705,8393
5113,SD NEGERI 259 TANACELLAE,SD,Negeri,50,8,3,7,2200,4279,90,-4.358633,119.918516,-0.732404956,-0.034850781,2,2,0.130434783,0.031426776,0.920454545,0.995470482,0.992438563,0.936,0.90625,34.02536822,8394
4349,UPT SD NEGERI 178 PINRANG,SD,Negeri,118,8,1,7,5500,2678,91,-3.274063,119.888321,-0.824007544,0.087424065,2,2,0.086956522,0.07416719,0.920454545,0.99717919,0.980442053,0.936,0.96875,34.02216802,8395
5187,UPT SD NEGERI 199 INPRES BONTOLANRA,SD,Negeri,119,8,3,6,1300,2403,91,-5.459072,119.485646,-0.619162359,-0.079859313,2,2,0.086956522,0.074795726,0.931818182,0.997472691,0.995710339,0.936,0.90625,34.01832008,8396
8050,SMP ISLAM TERPADU MUTIARA,SMP,Swasta,0,5,1,0,1242,3500,91,-5.143238897,119.4943175,-0.305537289,7.300918366,2,2,0.086956522,0,1,0.99630189,0.995921187,0.96,0.96875,34.00076345,8397
8588,SMAN 13 PANGKAJENE DAN KEPULAUAN,SMA,Negeri,151,23,17,24,5500,4219,86,-4.835116,119.570603,3.685950846,-1.119245074,2,2,0.304347826,0.094908862,0.727272727,0.995534518,0.980442053,0.816,0.46875,33.99458221,8398
2835,SD NEGERI 470 LEWONG,SD,Negeri,103,5,1,7,2200,1106,91,-3.088878,121.082997,-1.032728038,0.061084319,2,2,0.086956522,0.064739158,0.920454545,0.998856948,0.992438563,0.96,0.96875,33.99161216,8399
6607,SMP SATAP NEGERI 5 TANASITOLO,SMP,Negeri,32,6,3,6,7700,1174,90,-4.256892,120.123141,-0.897633619,0.119138245,2,2,0.130434783,0.020113136,0.931818182,0.998784373,0.97244438,0.952,0.90625,33.98451377,8400
5019,SD NEGERI 215 MATTAMPAWALIE,SD,Negeri,50,9,3,7,1300,3906,90,-4.3612,119.918331,-0.695781077,-0.06931815,2,2,0.130434783,0.031426776,0.920454545,0.995868576,0.995710339,0.928,0.90625,33.98408707,8401
6164,UPT SDN CINIMABELA NO 27 KEPULAUAN SELAYAR,SD,Negeri,62,13,3,7,3500,2140,90,-6.307138,120.411212,-0.459273539,-0.075764254,2,2,0.130434783,0.038969202,0.920454545,0.997753385,0.987712665,0.896,0.90625,33.98380092,8402
3637,UPTD SDN 209 INPRES GARANTIGA,SD,Negeri,137,7,2,8,2200,4071,91,-4.997702,119.588355,-0.616288604,-0.037565345,2,2,0.086956522,0.086109365,0.909090909,0.995692475,0.992438563,0.944,0.9375,33.98030945,8403
7472,UPT SMP NEGERI 2 BONTORAMBA,SMP,Negeri,278,19,9,22,2200,2255,89,-5.682379,119.738993,2.436057202,-0.802189082,2,2,0.173913043,0.174732872,0.75,0.997630648,0.992438563,0.848,0.71875,33.9591453,8404
232,SD IT  AL  BIRUNI MANDIRI,SD,Swasta,148,12,3,13,5000,460,90,-5.151825,119.436786,0.184844748,-0.178800254,2,2,0.130434783,0.093023256,0.852272727,0.999546408,0.982259706,0.904,0.90625,33.95095987,8405
6707,SMP NEGERI 1 RANTEBUA,SMP,Negeri,153,15,4,12,5500,721,90,-2.978255,119.905281,0.424056359,-0.237281153,2,2,0.130434783,0.096165933,0.863636364,0.999267849,0.980442053,0.88,0.875,33.94856674,8406
828,SD INPRES 12/79 TA,SD,Negeri,133,8,3,7,3500,1221,91,-4.553641,120.21866,-0.558891428,-0.40489677,2,2,0.086956522,0.083595223,0.920454545,0.998734211,0.987712665,0.936,0.90625,33.93641551,8407
7840,SMP NEGERI 2 CINA,SMP,Negeri,323,26,9,18,900,2760,90,-4.552158,120.219581,2.580499175,-0.870538072,2,2,0.130434783,0.20301697,0.795454545,0.997091674,0.997164461,0.792,0.71875,33.93489203,8408
9013,SMKN 1 LUWU,SMK,Negeri,55,17,4,17,2200,1526,88,-2.596906,120.344037,0.571205327,-0.351980578,2,2,0.217391304,0.034569453,0.806818182,0.998408692,0.992438563,0.864,0.875,33.93355335,8409
7505,SMP YAPNAS,SMP,Swasta,0,1,2,0,2200,4637,91,-5.670801,119.730513,-1.854925099,0.229717983,2,2,0.086956522,0,1,0.995088397,0.992438563,0.992,0.9375,33.93073004,8410
8378,SMAN 18 BULUKUMBA,SMA,Negeri,458,27,8,16,900,1797,92,-5.545582,120.189014,2.705632447,-0.87627667,2,2,0.043478261,0.287869265,0.818181818,0.99811946,0.997164461,0.784,0.75,33.91734674,8411
1598,SD NEGERI 10 ELAELA,SD,Negeri,185,8,5,9,5500,842,91,-5.519811,119.995586,0.135663325,-0.17041716,2,2,0.086956522,0.11627907,0.897727273,0.999138708,0.980442053,0.936,0.84375,33.88322604,8412
7556,SMP NEGERI 2 PALLANGGA,SMP,Negeri,223,15,5,16,5500,2364,90,-5.283705,119.752361,1.069047448,-0.376599311,2,2,0.130434783,0.140163419,0.818181818,0.997514315,0.980442053,0.88,0.84375,33.87432554,8413
8148,SMPS BUDI KASIH,SMP,Swasta,94,8,1,6,3100,1200,91,-5.1414,119.4227,-1.065472724,-0.320860141,2,2,0.086956522,0.059082338,0.931818182,0.998756624,0.989166788,0.936,0.96875,33.87289178,8414
7172,SMPS ALIHSAN LEKOPANCING,SMP,Swasta,251,5,1,11,5500,1698,92,-5.011356,119.591143,-0.295080719,-0.010477364,2,2,0.043478261,0.157762414,0.875,0.99822512,0.980442053,0.96,0.96875,33.86869232,8415
8757,SMAN 2 WAJO,SMA,Negeri,445,32,9,25,2200,4380,90,-4.252802,119.88703,3.645910038,-1.427020022,2,2,0.130434783,0.279698303,0.715909091,0.995362687,0.992438563,0.744,0.71875,33.85371734,8416
7516,UPT SMP NEGERI 2 TURATEA,SMP,Negeri,274,21,2,15,1300,2941,91,-5.675395,119.740621,0.906658433,-0.401257966,2,2,0.086956522,0.17221873,0.829545455,0.996898497,0.995710339,0.832,0.9375,33.84869397,8417
8259,SMAS MAHA PUTRA TELLO,SMA,Swasta,217,13,0,14,4800,629,91,-5.148997013,119.4691556,1.561403186,6.995125156,2,2,0.086956522,0.136392206,0.840909091,0.999366038,0.982986767,0.896,1,33.8380166,8418
1493,SD INPRES 5/81 PALLAWA,SD,Negeri,114,7,2,7,2200,859,91,-4.529972,120.405704,-0.753953479,-0.016965889,2,2,0.086956522,0.071653048,0.920454545,0.999120565,0.992438563,0.944,0.9375,33.82358897,8419
9058,SMKS YAPIP MAKASSAR SUNGGUMINASA,SMK,Swasta,97,5,2,12,1300,3347,90,-5.283051,119.748162,-0.538157195,-0.074940177,2,2,0.130434783,0.060967945,0.863636364,0.996465183,0.995710339,0.96,0.9375,33.8115944,8420
98,SD BINA CITRA INDONESIA,SD,Swasta,135,8,1,9,1890,930,91,-5.1464,119.4256,-0.743299086,-0.414191835,2,2,0.086956522,0.084852294,0.897727273,0.999044788,0.993565508,0.936,0.96875,33.80665484,8421
6506,SMP FRATER PALOPO,SMP,Swasta,97,8,5,9,5500,2708,90,-2.90709,120.275809,-0.112231004,-0.122145264,2,2,0.130434783,0.060967945,0.897727273,0.997147172,0.980442053,0.936,0.84375,33.79373578,8422
6581,SMP NEGERI 4 SENGKANG,SMP,Negeri,306,20,6,20,5500,3728,90,-4.064181,119.96777,1.906176986,-0.92897261,2,2,0.130434783,0.192331867,0.772727273,0.996058551,0.980442053,0.84,0.8125,33.78203654,8423
6229,UPT SDN PADANG NO 3 KEPULAUAN SELAYAR,SD,Negeri,186,19,4,14,2200,2157,90,-6.401424,120.319176,0.816189227,-0.392450049,2,2,0.130434783,0.116907605,0.840909091,0.997735241,0.992438563,0.848,0.875,33.77438876,8424
3510,UPTD SDN 142 TALAMANGAPE,SD,Negeri,140,9,4,7,1300,2351,91,-4.996931,119.585964,-0.284622091,-0.165027385,2,2,0.086956522,0.087994972,0.920454545,0.997528189,0.995710339,0.928,0.875,33.77202093,8425
7268,UPT SMP NEGERI 2 BONEBONE,SMP,Negeri,231,23,7,14,1300,4812,90,-2.53767,120.458698,1.586436501,-0.619396798,2,2,0.130434783,0.145191703,0.840909091,0.994901624,0.995710339,0.816,0.78125,33.77089873,8426
8159,SMP KRISTEN KALAM KUDUS,SMP,Swasta,99,5,1,7,4600,1250,91,-5.134,119.4179,-1.101300027,-0.272396043,2,2,0.086956522,0.062225016,0.920454545,0.99870326,0.983713829,0.96,0.96875,33.75490659,8427
477,SD INPRES JAGONG,SD,Negeri,146,12,4,7,1300,752,91,-5.525853,119.952623,-0.131440918,-0.206270692,2,2,0.086956522,0.091766185,0.920454545,0.999234763,0.995710339,0.904,0.875,33.7506123,8428
3380,UPT SD NEGERI 240 POREANG,SD,Negeri,136,7,3,8,900,997,91,-2.534348,120.450484,-0.474818841,-0.118831099,2,2,0.086956522,0.08548083,0.909090909,0.998973281,0.997164461,0.944,0.90625,33.74921309,8429
284,SDIT AL BIRUNI MANDIRI JIPANG,SD,Swasta,199,16,1,12,1299,886,91,-5.154655,119.422993,0.092977491,-0.217465955,2,2,0.086956522,0.125078567,0.863636364,0.999091748,0.995713974,0.872,0.96875,33.7355448,8430
3956,SD NEGERI 2 SEGERI,SD,Negeri,116,8,2,7,1300,4166,91,-4.990734,119.729101,-0.709543836,-0.040619249,2,2,0.086956522,0.072910119,0.920454545,0.995591084,0.995710339,0.936,0.9375,33.72273554,8431
7498,UPT SMP NEGERI 3 TAMALATEA,SMP,Negeri,178,15,8,11,5500,4797,90,-5.677347,119.724865,1.050725721,-0.410591074,2,2,0.130434783,0.111879321,0.875,0.994917633,0.980442053,0.88,0.75,33.70047049,8432
7634,SMPIT YUHANA FOUR DALLE,SMP,Swasta,126,5,1,9,3500,1427,91,-5.288146,119.741086,-0.810332952,0.043796145,2,2,0.086956522,0.079195475,0.897727273,0.998514352,0.987712665,0.96,0.96875,33.69973313,8433
4755,SD Neg No 129 Batulappa,SD,Negeri,174,13,5,8,2200,773,91,-5.125093,120.261219,0.230480038,-0.275695239,2,2,0.086956522,0.109365179,0.909090909,0.999212351,0.992438563,0.896,0.84375,33.69565195,8434
5023,SD NEGERI 260 KAMPUNG BARU,SD,Negeri,43,10,3,7,1300,3043,90,-4.351029,119.900797,-0.668572114,-0.076533013,2,2,0.130434783,0.027027027,0.920454545,0.996789635,0.995710339,0.92,0.90625,33.69094988,8435
6290,UPT SDI LIAGANDA NO 120 KEPULAUAN SELAYAR,SD,Negeri,46,12,2,7,7700,3311,90,-6.538331,120.725818,-0.666142447,0.083499995,2,2,0.130434783,0.028912634,0.920454545,0.996503605,0.97244438,0.904,0.9375,33.68931565,8436
38,SD ABDURRAHMAN BIN AUF,SD,Swasta,122,11,2,7,3500,720,91,-5.112882141,119.5193603,0.991320385,7.030643101,2,2,0.086956522,0.076681332,0.920454545,0.999268916,0.987712665,0.912,0.9375,33.67301664,8437
7431,SMP ISLAM TERPADU BAJO,SMP,Swasta,28,6,4,6,2200,3105,90,-2.601823,120.333617,-0.800649582,-0.034747396,2,2,0.130434783,0.017598994,0.931818182,0.996723464,0.992438563,0.952,0.875,33.65788683,8438
3738,UPTD SDN 79 MAMBUE,SD,Negeri,326,12,3,14,900,3336,92,-5.001487,119.579961,0.724915969,-0.362646026,2,2,0.043478261,0.204902577,0.840909091,0.996476923,0.997164461,0.904,0.90625,33.64737329,8439
3641,UPTD SDN 248 PACCINIKANG,SD,Negeri,69,8,2,10,2200,1158,90,-5.000332,119.589704,-0.617756301,-0.052811875,2,2,0.130434783,0.04336895,0.886363636,0.998801449,0.992438563,0.936,0.9375,33.636557,8440
2114,SD NEGERI SUNGGUMINASA I,SD,Negeri,338,16,3,8,5500,1332,93,-5.144686,119.526373,0.547263899,-0.2335373,2,2,0,0.212445003,0.909090909,0.998615743,0.980442053,0.872,0.90625,33.63456071,8441
8200,SMAS ISLAM ATHIRAH,SMA,Swasta,404,31,3,21,555,12000,91,-5.135061966,119.4100602,3.849040659,6.370648289,2,2,0.086956522,0.253928347,0.761363636,0.987230046,0.998418642,0.752,0.90625,33.63346637,8442
3038,SD NEGERI 47 TONGKONAN,SD,Negeri,96,7,1,7,900,1274,91,-3.000966,120.314578,-0.972318757,0.012706125,2,2,0.086956522,0.060339409,0.920454545,0.998677645,0.997164461,0.944,0.96875,33.62587446,8443
8545,SMAN 6 LUWU UTARA,SMA,Negeri,505,40,15,24,900,1040,90,-5.139134,119.430407,5.104269997,-1.511662244,2,2,0.130434783,0.317410434,0.727272727,0.998927388,0.997164461,0.68,0.53125,33.62369243,8444
4617,SD NEGERI 6 WATANG SIDENRENG,SD,Negeri,102,8,1,7,1300,4967,91,-3.457423,119.974794,-0.904643098,0.01605533,2,2,0.086956522,0.064110622,0.920454545,0.994736196,0.995710339,0.936,0.96875,33.58997354,8445
7517,UPT SMP NEGERI 3 TURATEA,SMP,Negeri,47,13,4,12,1300,3862,89,-5.672188,119.736966,-0.001294161,-0.235218954,2,2,0.173913043,0.029541169,0.863636364,0.995915536,0.995710339,0.896,0.875,33.57822289,8446
6604,SMP NEGERI 2 TANASITOLO,SMP,Negeri,134,15,5,11,2200,1799,90,-3.687411,120.13235,0.354743066,-0.669116199,2,2,0.130434783,0.084223759,0.875,0.998117326,0.992438563,0.88,0.84375,33.55755757,8447
3498,UPT SD NEGERI 069 LIMBONG,SD,Negeri,56,8,5,7,3500,1311,90,-2.543558,120.452322,-0.39025217,-0.11309888,2,2,0.130434783,0.035197989,0.920454545,0.998638156,0.987712665,0.936,0.84375,33.55688537,8448
4530,SD NEGERI 7 OTTING,SD,Negeri,97,8,1,7,2200,1045,91,-3.562251,120.05597,-0.983698509,-0.319447719,2,2,0.086956522,0.060967945,0.920454545,0.998922052,0.992438563,0.936,0.96875,33.52134191,8449
8945,SMKN 6 PINRANG,SMK,Negeri,150,22,6,10,1300,4924,90,-3.785031,119.649315,0.867249533,-0.456191175,2,2,0.130434783,0.094280327,0.886363636,0.994782089,0.995710339,0.824,0.8125,33.51329141,8450
4140,SD TAHFIDZUL QURAN DARUSSALAM,SD,Swasta,97,8,2,6,3500,4390,91,-3.740915,120.00661,-0.886325912,-0.314585457,2,2,0.086956522,0.060967945,0.931818182,0.995352014,0.987712665,0.936,0.9375,33.48946698,8451
2708,UPT SD NEGERI 21 TURATEA,SD,Negeri,90,9,0,7,2200,3907,91,-5.515954,119.393167,-1.041176661,0.073221934,2,2,0.086956522,0.056568196,0.920454545,0.995867508,0.992438563,0.928,1,33.45803535,8452
1016,SD NEGERI 268 MALLAHAE,SD,Negeri,131,8,4,7,3500,2949,91,-4.552876,120.213457,-0.333634689,-0.099247961,2,2,0.086956522,0.082338152,0.920454545,0.996889959,0.987712665,0.936,0.875,33.45436552,8453
8787,SMAN 5 PAREPARE,SMA,Negeri,394,32,31,18,2200,6767,88,-4.010643,119.692372,6.509176473,-1.980596023,2,2,0.217391304,0.247642992,0.795454545,0.9928151,0.992438563,0.744,0.03125,33.44854268,8454
70,SD KRISTEN KALAM KUDUS,SD,Swasta,147,8,3,9,3690,1250,91,-5.1341,119.4175,-0.378555075,-0.476241472,2,2,0.086956522,0.09239472,0.897727273,0.99870326,0.987021957,0.936,0.90625,33.40333602,8455
7847,SMP NEGERI 1 AJANGALE,SMP,Negeri,160,16,7,17,3500,4129,89,-4.552428,120.223494,1.306521205,-0.500495745,2,2,0.173913043,0.100565682,0.806818182,0.995630573,0.987712665,0.872,0.78125,33.39838819,8456
6216,UPT SDN TAJUIA NO 126 KEPULAUAN SELAYAR,SD,Negeri,40,15,4,11,7700,4108,89,-6.170816,120.662581,0.057391874,-0.102569933,2,2,0.173913043,0.02514142,0.875,0.995652986,0.97244438,0.88,0.875,33.38335172,8457
964,SD NEGERI 72 LAMURUKUNG,SD,Negeri,116,7,3,7,3500,3979,91,-4.556151,120.229724,-0.577072969,-0.029390956,2,2,0.086956522,0.072910119,0.920454545,0.995790665,0.987712665,0.944,0.90625,33.37214765,8458
7478,SMP PGRI BONTORAMBA,SMP,Swasta,29,5,5,6,3500,4164,90,-5.677568,119.726392,-0.673301295,-0.040217331,2,2,0.130434783,0.01822753,0.931818182,0.995593219,0.987712665,0.96,0.84375,33.33516798,8459
6681,SMP NEGERI 1 RINDINGALLO,SMP,Negeri,404,31,7,19,3500,4359,91,-2.960612,119.895387,2.822680759,-0.834925695,2,2,0.086956522,0.253928347,0.784090909,0.9953851,0.987712665,0.752,0.78125,33.33063812,8460
5142,UPT SD NEGERI 5 BALLO,SD,Negeri,182,9,1,7,3500,1506,92,-5.456531,119.497502,-0.613567532,-0.001194105,2,2,0.043478261,0.114393463,0.920454545,0.998430037,0.987712665,0.928,0.96875,33.28692169,8461
7513,UPT SMP NEGERI 9 BANGKALA BARAT,SMP,Negeri,67,14,7,6,900,576,90,-5.664374,119.725129,0.131240361,-0.324005298,2,2,0.130434783,0.042111879,0.931818182,0.999422604,0.997164461,0.888,0.78125,33.28424095,8462
7281,UPT SMP NEGERI 3 SABBANG SELATAN,SMP,Negeri,162,17,9,10,2200,4248,90,-2.533553,120.445402,1.151847195,-0.527039256,2,2,0.130434783,0.101822753,0.886363636,0.995503567,0.992438563,0.864,0.71875,33.28131123,8463
8160,SMP KRISTEN YHS,SMP,Swasta,110,5,2,8,4500,1494,91,-5.134,119.4207,-0.840303188,-0.341613018,2,2,0.086956522,0.069138906,0.909090909,0.998442845,0.984077359,0.96,0.9375,33.26375035,8464
4628,SD Neg No 123 Tanassang,SD,Negeri,29,8,3,7,3500,4709,90,-5.13019,120.251337,-0.777033556,0.003434692,2,2,0.130434783,0.01822753,0.920454545,0.995011553,0.987712665,0.936,0.90625,33.26307735,8465
